expected_step_mV,measured_step_mV,step_sd_mV,step_error_pct,expected_pulse_pp_mV,measured_pulse_pp_mV,pulse_pp_sd_mV,pulse_error_pct,endpoint_rmse_mV,endpoint_rmse_pct_fullscale,endpoint_count,profile,capture_samples,capture_duration_s,active_groups,segment_gaps_s,phase_offset_ms,sequence_anchor_offset_ms,overlay_bias_mV,overlay_rmse_mV,overlay_rmse_after_bias_mV,plot_phase_correction_ms,minus300_phase_drift_ms,minus300_bias_mV,minus300_rmse_mV,minus300_pulse_delta_mV
5.372,5.369262187803722,0.09855594601143099,0.05096448615558452,69.836,69.70855820691213,0.2065494680174829,0.18248724595891574,0.09855594601143099,0.021898712955841476,83.0,5MV,529353,5.29352,1,,-7.500,5.948,0.5579180668624133,0.5722891101641674,0.12744511085562393,0.07666666666628075,nan,nan,nan,nan
2.1487999999999943,2.1481096298390407,0.10312896008549766,0.03212817204735321,69.836,69.70855820691213,0.19981403081614615,0.18248724595891574,0.10312896008549767,0.022914817276319457,209.0,2MV,896324,8.96323,1,,-8.400,3.838,0.5918548006367814,0.6062115458202977,0.13115004097990435,0.2424999999997013,-0.13999999999999516,0.4997554808388524,0.5146637070996889,-0.12744179308788262
1.0743999999999971,1.0724141439705615,0.0025224015135421984,0.18483395657443125,69.836,69.70855820691213,0.20700326847761175,0.18248724595891574,0.08242813729952311,0.018315182302624203,417.0,1MVSEG,893100,8.93099,3,0.3700;0.3000,-0.900;-9.500;-1.600,7.728;-0.452;6.543,0.6415335242594665,0.6489677307581216,0.09794821497390487,0.5541666666659673,nan,nan,nan,nan
